WorkOrderID,ProductID,ProductName,ProductSubCategoryName,ProdcutCategoryName,PlannedOrderQty,StockedQty,ScrappedQty,ScrapReasonID,ScrapReasonName,EndDate,FiscalYear,FiscalMonth,StandardCost,TotalUnitsProduced,ScrapCost,ProductionCost
65594,328,Mountain End Caps,NULL,NULL,30,30,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,30,0.00,0.00
65595,329,Road End Caps,NULL,NULL,30,30,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,30,0.00,0.00
65596,330,Touring End Caps,NULL,NULL,24,24,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,24,0.00,0.00
65597,398,Handlebar Tube,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65598,399,Head Tube,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65599,400,LL Hub,NULL,NULL,14,14,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,14,0.00,0.00
65600,401,HL Hub,NULL,NULL,70,70,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,70,0.00,0.00
65601,529,Stem,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65602,532,Seat Stays,NULL,NULL,168,168,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,168,0.00,0.00
65603,533,Seat Tube,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65604,534,Top Tube,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65605,802,LL Fork,Forks,Components,8,8,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,65.8097,8,0.00,526.4776
65606,803,ML Fork,Forks,Components,7,7,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,77.9176,7,0.00,545.4232
65607,804,HL Fork,Forks,Components,27,27,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,101.8936,27,0.00,2751.1272
65608,316,Blade,NULL,NULL,84,84,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,84,0.00,0.00
65609,331,Fork End,NULL,NULL,84,84,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,84,0.00,0.00
65610,350,Fork Crown,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65611,531,Steerer,NULL,NULL,42,42,0,NULL,NULL,2014-04-09 00:00:00.000,2014,10,0.00,42,0.00,0.00
65612,779,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1265.6195,1,0.00,1265.6195
65613,780,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1265.6195,1,0.00,1265.6195
65614,782,"Mountain-200 Black, 38",Mountain Bikes,Bikes,4,4,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1251.9813,4,0.00,5007.9252
65615,783,"Mountain-200 Black, 42",Mountain Bikes,Bikes,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1251.9813,2,0.00,2503.9626
65616,784,"Mountain-200 Black, 46",Mountain Bikes,Bikes,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1251.9813,2,0.00,2503.9626
65617,795,"Road-250 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1554.9479,1,0.00,1554.9479
65618,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,713.0798,1,0.00,713.0798
65619,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,713.0798,1,0.00,713.0798
65620,800,"Road-550-W Yellow, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,713.0798,1,0.00,713.0798
65621,953,"Touring-2000 Blue, 60",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,755.1508,1,0.00,755.1508
65622,954,"Touring-1000 Yellow, 46",Touring Bikes,Bikes,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1481.9379,2,0.00,2963.8758
65623,957,"Touring-1000 Yellow, 60",Touring Bikes,Bikes,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1481.9379,2,0.00,2963.8758
65624,958,"Touring-3000 Blue, 54",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,461.4448,1,0.00,461.4448
65625,964,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,461.4448,1,0.00,461.4448
65626,967,"Touring-1000 Blue, 50",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1481.9379,1,0.00,1481.9379
65627,968,"Touring-1000 Blue, 54",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1481.9379,1,0.00,1481.9379
65628,969,"Touring-1000 Blue, 60",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1481.9379,1,0.00,1481.9379
65629,970,"Touring-2000 Blue, 46",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,755.1508,1,0.00,755.1508
65630,972,"Touring-2000 Blue, 54",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,755.1508,1,0.00,755.1508
65631,974,"Road-350-W Yellow, 42",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1082.51,1,0.00,1082.51
65632,975,"Road-350-W Yellow, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1082.51,1,0.00,1082.51
65633,976,"Road-350-W Yellow, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1082.51,1,0.00,1082.51
65634,977,"Road-750 Black, 58",Road Bikes,Bikes,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,343.6496,2,0.00,687.2992
65635,983,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,419.7784,1,0.00,419.7784
65636,988,"Mountain-500 Silver, 52",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,308.2179,1,0.00,308.2179
65637,997,"Road-750 Black, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,343.6496,1,0.00,343.6496
65638,998,"Road-750 Black, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,343.6496,1,0.00,343.6496
65639,999,"Road-750 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,343.6496,1,0.00,343.6496
65640,514,LL Mountain Seat Assembly,NULL,NULL,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,98.77,2,0.00,197.54
65641,516,HL Mountain Seat Assembly,NULL,NULL,10,10,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,145.87,10,0.00,1458.70
65642,517,LL Road Seat Assembly,NULL,NULL,5,5,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,98.77,5,0.00,493.85
65643,518,ML Road Seat Assembly,NULL,NULL,6,6,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,108.99,6,0.00,653.94
65644,519,HL Road Seat Assembly,NULL,NULL,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,145.87,1,0.00,145.87
65645,520,LL Touring Seat Assembly,NULL,NULL,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,98.77,2,0.00,197.54
65646,521,ML Touring Seat Assembly,NULL,NULL,3,3,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,108.99,3,0.00,326.97
65647,522,HL Touring Seat Assembly,NULL,NULL,7,7,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,145.87,7,0.00,1021.09
65648,722,"LL Road Frame - Black, 58",Road Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,204.6251,2,0.00,409.2502
65649,736,"LL Road Frame - Black, 44",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,204.6251,1,0.00,204.6251
65650,737,"LL Road Frame - Black, 48",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,204.6251,1,0.00,204.6251
65651,738,"LL Road Frame - Black, 52",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,204.6251,1,0.00,204.6251
65652,739,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,747.2002,1,0.00,747.2002
65653,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,739.041,2,0.00,1478.082
65654,746,"HL Mountain Frame - Black, 46",Mountain Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,739.041,2,0.00,1478.082
65655,747,"HL Mountain Frame - Black, 38",Mountain Frames,Components,4,4,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,739.041,4,0.00,2956.164
65656,748,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,747.2002,1,0.00,747.2002
65657,805,LL Headset,Headsets,Components,8,8,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,15.1848,8,0.00,121.4784
65658,806,ML Headset,Headsets,Components,21,21,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,45.4168,21,0.00,953.7528
65659,807,HL Headset,Headsets,Components,7,7,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,55.3801,7,0.00,387.6607
65660,808,LL Mountain Handlebars,Handlebars,Components,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,19.7758,2,0.00,39.5516
65661,810,HL Mountain Handlebars,Handlebars,Components,10,10,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,53.3999,10,0.00,533.999
65662,811,LL Road Handlebars,Handlebars,Components,5,5,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,19.7758,5,0.00,98.879
65663,812,ML Road Handlebars,Handlebars,Components,6,6,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,27.4925,6,0.00,164.955
65664,813,HL Road Handlebars,Handlebars,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,53.3999,1,0.00,53.3999
65665,815,LL Mountain Front Wheel,Wheels,Components,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,26.9708,2,0.00,53.9416
65666,816,ML Mountain Front Wheel,Wheels,Components,10,10,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,92.8071,10,0.00,928.071
65667,818,LL Road Front Wheel,Wheels,Components,5,5,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,37.9909,5,0.00,189.9545
65668,819,ML Road Front Wheel,Wheels,Components,6,6,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,110.2829,6,0.00,661.6974
65669,820,HL Road Front Wheel,Wheels,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,146.5466,1,0.00,146.5466
65670,821,Touring Front Wheel,Wheels,Components,12,12,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,96.7964,12,0.00,1161.5568
65671,822,"ML Road Frame-W - Yellow, 38",Road Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,360.9428,1,0.00,360.9428
65672,823,LL Mountain Rear Wheel,Wheels,Components,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,38.9588,2,0.00,77.9176
65673,824,ML Mountain Rear Wheel,Wheels,Components,10,10,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,104.7951,10,0.00,1047.951
65674,826,LL Road Rear Wheel,Wheels,Components,5,5,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,49.9789,5,0.00,249.8945
65675,827,ML Road Rear Wheel,Wheels,Components,6,6,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,122.2709,6,0.00,733.6254
65676,828,HL Road Rear Wheel,Wheels,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,158.5346,1,0.00,158.5346
65677,829,Touring Rear Wheel,Wheels,Components,12,12,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,108.7844,12,0.00,1305.4128
65678,833,"ML Road Frame-W - Yellow, 40",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,360.9428,1,0.00,360.9428
65679,834,"ML Road Frame-W - Yellow, 42",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,360.9428,1,0.00,360.9428
65680,835,"ML Road Frame-W - Yellow, 44",Road Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,360.9428,2,0.00,721.8856
65681,836,"ML Road Frame-W - Yellow, 48",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,360.9428,1,0.00,360.9428
65682,840,"HL Road Frame - Black, 52",Road Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,868.6342,1,0.00,868.6342
65683,885,"HL Touring Frame - Yellow, 60",Touring Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,601.7437,2,0.00,1203.4874
65684,887,"HL Touring Frame - Yellow, 46",Touring Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,601.7437,2,0.00,1203.4874
65685,890,"HL Touring Frame - Blue, 46",Touring Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,601.7437,1,0.00,601.7437
65686,891,"HL Touring Frame - Blue, 50",Touring Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,601.7437,1,0.00,601.7437
65687,892,"HL Touring Frame - Blue, 54",Touring Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,601.7437,2,0.00,1203.4874
65688,893,"HL Touring Frame - Blue, 60",Touring Frames,Components,2,2,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,601.7437,2,0.00,1203.4874
65689,894,Rear Derailleur,Derailleurs,Components,36,36,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,53.9282,36,0.00,1941.4152
65690,896,"LL Touring Frame - Blue, 54",Touring Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,199.8519,1,0.00,199.8519
65691,902,"LL Touring Frame - Yellow, 58",Touring Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,199.8519,1,0.00,199.8519
65692,906,"ML Mountain Frame-W - Silver, 46",Mountain Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,199.3757,1,0.00,199.3757
65693,920,"LL Mountain Frame - Silver, 52",Mountain Frames,Components,1,1,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,144.5938,1,0.00,144.5938
65694,945,Front Derailleur,Derailleurs,Components,36,36,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,40.6216,36,0.00,1462.3776
65695,946,LL Touring Handlebars,Handlebars,Components,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,20.464,2,0.00,40.928
65696,947,HL Touring Handlebars,Handlebars,Components,10,10,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,40.6571,10,0.00,406.571
65697,949,LL Crankset,Cranksets,Components,8,8,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,77.9176,8,0.00,623.3408
65698,950,ML Crankset,Cranksets,Components,21,21,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,113.8816,21,0.00,2391.5136
65699,951,HL Crankset,Cranksets,Components,7,7,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,179.8156,7,0.00,1258.7092
65700,994,LL Bottom Bracket,Bottom Brackets,Components,12,12,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,23.9716,12,0.00,287.6592
65701,995,ML Bottom Bracket,Bottom Brackets,Components,16,16,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,44.9506,16,0.00,719.2096
65702,996,HL Bottom Bracket,Bottom Brackets,Components,8,8,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,53.9416,8,0.00,431.5328
65703,3,BB Ball Bearing,NULL,NULL,360,360,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,360,0.00,0.00
65704,324,Chain Stays,NULL,NULL,72,72,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,72,0.00,0.00
65705,327,Down Tube,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65706,328,Mountain End Caps,NULL,NULL,24,24,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,24,0.00,0.00
65707,329,Road End Caps,NULL,NULL,24,24,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,24,0.00,0.00
65708,330,Touring End Caps,NULL,NULL,24,24,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,24,0.00,0.00
65709,398,Handlebar Tube,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65710,399,Head Tube,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65711,400,LL Hub,NULL,NULL,14,14,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,14,0.00,0.00
65712,401,HL Hub,NULL,NULL,58,58,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,58,0.00,0.00
65713,529,Stem,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65714,532,Seat Stays,NULL,NULL,144,144,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,144,0.00,0.00
65715,533,Seat Tube,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65716,534,Top Tube,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65717,802,LL Fork,Forks,Components,8,8,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,65.8097,8,0.00,526.4776
65718,803,ML Fork,Forks,Components,7,7,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,77.9176,7,0.00,545.4232
65719,804,HL Fork,Forks,Components,21,21,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,101.8936,21,0.00,2139.7656
65720,316,Blade,NULL,NULL,72,72,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,72,0.00,0.00
65721,331,Fork End,NULL,NULL,72,72,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,72,0.00,0.00
65722,350,Fork Crown,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65723,531,Steerer,NULL,NULL,36,36,0,NULL,NULL,2014-04-10 00:00:00.000,2014,10,0.00,36,0.00,0.00
65724,780,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1265.6195,4,0.00,5062.478
65725,781,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,2,2,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1265.6195,2,0.00,2531.239
65726,782,"Mountain-200 Black, 38",Mountain Bikes,Bikes,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1251.9813,4,0.00,5007.9252
65727,783,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1251.9813,1,0.00,1251.9813
65728,784,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1251.9813,1,0.00,1251.9813
65729,792,"Road-250 Red, 58",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1554.9479,1,0.00,1554.9479
65730,795,"Road-250 Black, 52",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1554.9479,1,0.00,1554.9479
65731,796,"Road-250 Black, 58",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1554.9479,1,0.00,1554.9479
65732,797,"Road-550-W Yellow, 38",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,713.0798,1,0.00,713.0798
65733,798,"Road-550-W Yellow, 40",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,713.0798,1,0.00,713.0798
65734,799,"Road-550-W Yellow, 42",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,713.0798,1,0.00,713.0798
65735,955,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1481.9379,1,0.00,1481.9379
65736,973,"Road-350-W Yellow, 40",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1082.51,1,0.00,1082.51
65737,975,"Road-350-W Yellow, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1082.51,1,0.00,1082.51
65738,976,"Road-350-W Yellow, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,1082.51,1,0.00,1082.51
65739,981,"Mountain-400-W Silver, 40",Mountain Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,419.7784,1,0.00,419.7784
65740,983,"Mountain-400-W Silver, 46",Mountain Bikes,Bikes,3,3,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,419.7784,3,0.00,1259.3352
65741,997,"Road-750 Black, 44",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,343.6496,1,0.00,343.6496
65742,998,"Road-750 Black, 48",Road Bikes,Bikes,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,343.6496,1,0.00,343.6496
65743,999,"Road-750 Black, 52",Road Bikes,Bikes,2,2,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,343.6496,2,0.00,687.2992
65744,514,LL Mountain Seat Assembly,NULL,NULL,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,98.77,4,0.00,395.08
65745,516,HL Mountain Seat Assembly,NULL,NULL,12,12,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,145.87,12,0.00,1750.44
65746,517,LL Road Seat Assembly,NULL,NULL,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,98.77,4,0.00,395.08
65747,518,ML Road Seat Assembly,NULL,NULL,6,6,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,108.99,6,0.00,653.94
65748,519,HL Road Seat Assembly,NULL,NULL,3,3,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,145.87,3,0.00,437.61
65749,522,HL Touring Seat Assembly,NULL,NULL,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,145.87,1,0.00,145.87
65750,680,"HL Road Frame - Black, 58",Road Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1059.31,1,0.00,1059.31
65751,706,"HL Road Frame - Red, 58",Road Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,1059.31,1,0.00,1059.31
65752,736,"LL Road Frame - Black, 44",Road Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,204.6251,1,0.00,204.6251
65753,737,"LL Road Frame - Black, 48",Road Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,204.6251,1,0.00,204.6251
65754,738,"LL Road Frame - Black, 52",Road Frames,Components,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,204.6251,2,0.00,409.2502
65755,739,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,4,4,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,747.2002,4,0.00,2988.8008
65756,742,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,2,2,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,747.2002,2,0.00,1494.4004
65757,743,"HL Mountain Frame - Black, 42",Mountain Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,739.041,1,0.00,739.041
65758,746,"HL Mountain Frame - Black, 46",Mountain Frames,Components,1,1,0,NULL,NULL,2014-04-11 00:00:00.000,2014,10,739.041,1,0.00,739.041
65759,747,"HL Mountain Frame - Black, 38",Mountain Frames,Components,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,739.041,4,0.00,2956.164
65760,805,LL Headset,Headsets,Components,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,15.1848,4,0.00,60.7392
65761,806,ML Headset,Headsets,Components,25,25,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,45.4168,25,0.00,1135.42
65762,807,HL Headset,Headsets,Components,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,55.3801,1,0.00,55.3801
65763,808,LL Mountain Handlebars,Handlebars,Components,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,19.7758,4,0.00,79.1032
65764,810,HL Mountain Handlebars,Handlebars,Components,12,12,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,53.3999,12,0.00,640.7988
65765,811,LL Road Handlebars,Handlebars,Components,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,19.7758,4,0.00,79.1032
65766,812,ML Road Handlebars,Handlebars,Components,6,6,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,27.4925,6,0.00,164.955
65767,813,HL Road Handlebars,Handlebars,Components,3,3,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,53.3999,3,0.00,160.1997
65768,815,LL Mountain Front Wheel,Wheels,Components,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,26.9708,4,0.00,107.8832
65769,816,ML Mountain Front Wheel,Wheels,Components,12,12,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,92.8071,12,0.00,1113.6852
65770,818,LL Road Front Wheel,Wheels,Components,4,4,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,37.9909,4,0.00,151.9636
65771,819,ML Road Front Wheel,Wheels,Components,6,6,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,110.2829,6,0.00,661.6974
65772,820,HL Road Front Wheel,Wheels,Components,3,3,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,146.5466,3,0.00,439.6398
65773,821,Touring Front Wheel,Wheels,Components,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,96.7964,1,0.00,96.7964
65774,822,"ML Road Frame-W - Yellow, 38",Road Frames,Components,1,1,0,NULL,NULL,2014-04-15 00:00:00.000,2014,10,360.9428,1,0.00,360.9428
