KeyArea,KPI,Year,Period,Dimension,MetricValue
Sales Performance,Sales Trend - By Subcategory,2014,11,Tires and Tubes,22039.508000
Sales Performance,Sales Trend - By Subcategory,2012,11,Jerseys,13762.868870
Sales Performance,Sales Trend - By Subcategory,2012,12,Locks,2511.310000
Sales Performance,Sales Trend - By Subcategory,2013,9,Locks,1515.000000
Sales Performance,Sales Trend - By Subcategory,2013,7,Headsets,5111.880000
Sales Performance,Sales Trend - By Subcategory,2014,2,Socks,1600.047392
Sales Performance,Sales Trend - By Subcategory,2014,2,Handlebars,5992.992000
Sales Performance,Sales Trend - By Subcategory,2012,7,Mountain Frames,116182.593300
Sales Performance,Sales Trend - By Subcategory,2014,1,Mountain Frames,312020.473128
Sales Performance,Sales Trend - By Subcategory,2014,4,Chains,1122.356576
Sales Performance,Sales Trend - By Subcategory,2013,6,Forks,3717.738000
Sales Performance,Sales Trend - By Subcategory,2013,5,Tights,7828.956000
Sales Performance,Sales Trend - By Subcategory,2011,11,Mountain Bikes,247664.268000
Sales Performance,Sales Trend - By Subcategory,2012,8,Mountain Bikes,514188.482000
Sales Performance,Sales Trend - By Subcategory,2014,2,Gloves,7931.948548
Sales Performance,Sales Trend - By Subcategory,2014,7,Bike Racks,12840.000000
Sales Performance,Sales Trend - By Subcategory,2012,9,Caps,633.769452
Sales Performance,Sales Trend - By Subcategory,2014,7,Cranksets,17900.490000
Sales Performance,Sales Trend - By Subcategory,2014,9,Gloves,10774.551828
Sales Performance,Sales Trend - By Subcategory,2013,2,Caps,798.721000
Sales Performance,Sales Trend - By Subcategory,2013,8,Jerseys,9276.671990
Sales Performance,Sales Trend - By Subcategory,2014,5,Jerseys,34516.687818
Sales Performance,Sales Trend - By Subcategory,2013,12,Bottom Brackets,5280.642000
Sales Performance,Sales Trend - By Subcategory,2014,9,Bottom Brackets,5928.492000
Sales Performance,Sales Trend - By Subcategory,2013,4,Locks,1200.000000
Sales Performance,Sales Trend - By Subcategory,2014,1,Hydration Packs,11419.773300
Sales Performance,Sales Trend - By Subcategory,2014,1,Bottles and Cages,4705.590392
Sales Performance,Sales Trend - By Subcategory,2013,7,Mountain Bikes,816655.511800
Sales Performance,Sales Trend - By Subcategory,2013,11,Derailleurs,4786.176000
Sales Performance,Sales Trend - By Subcategory,2014,9,Chains,1129.392000
Sales Performance,Sales Trend - By Subcategory,2014,8,Road Bikes,391068.642800
Sales Performance,Sales Trend - By Subcategory,2014,4,Fenders,3736.600000
Sales Performance,Sales Trend - By Subcategory,2013,2,Shorts,6766.872000
Sales Performance,Sales Trend - By Subcategory,2013,9,Helmets,9373.909364
Sales Performance,Sales Trend - By Subcategory,2014,6,Helmets,23590.258000
Sales Performance,Sales Trend - By Subcategory,2014,4,Brakes,9036.780600
Sales Performance,Sales Trend - By Subcategory,2014,7,Bike Stands,2862.000000
Sales Performance,Sales Trend - By Subcategory,2014,9,Cranksets,23294.814000
Sales Performance,Sales Trend - By Subcategory,2012,4,Caps,1238.203872
Sales Performance,Sales Trend - By Subcategory,2014,4,Gloves,7678.812675
Sales Performance,Sales Trend - By Subcategory,2014,6,Touring Bikes,1099947.658656
Sales Performance,Sales Trend - By Subcategory,2014,4,Tires and Tubes,21152.656000
Sales Performance,Sales Trend - By Subcategory,2014,2,Cleaners,1340.627580
Sales Performance,Sales Trend - By Subcategory,2014,6,Vests,15209.202500
Sales Performance,Sales Trend - By Subcategory,2014,10,Jerseys,15357.040000
Sales Performance,Sales Trend - By Subcategory,2012,4,Jerseys,13102.231040
Sales Performance,Sales Trend - By Subcategory,2014,3,Mountain Frames,224303.976000
Sales Performance,Sales Trend - By Subcategory,2013,12,Mountain Bikes,1355023.388689
Sales Performance,Sales Trend - By Subcategory,2014,3,Bottles and Cages,4676.562808
Sales Performance,Sales Trend - By Subcategory,2013,12,Bike Racks,25764.000000
Sales Performance,Sales Trend - By Subcategory,2013,12,Handlebars,16508.978992
Sales Performance,Sales Trend - By Subcategory,2014,9,Handlebars,13237.410000
Sales Performance,Sales Trend - By Subcategory,2014,9,Bike Racks,35588.712000
Sales Performance,Sales Trend - By Subcategory,2014,10,Hydration Packs,4124.250000
Sales Performance,Sales Trend - By Subcategory,2014,11,Chains,1020.096000
Sales Performance,Sales Trend - By Subcategory,2012,2,Road Bikes,1141346.218220
Sales Performance,Sales Trend - By Subcategory,2014,11,Helmets,34956.227652
Sales Performance,Sales Trend - By Subcategory,2014,1,Caps,3331.744344
Sales Performance,Sales Trend - By Subcategory,2014,6,Fenders,4417.980000
Sales Performance,Sales Trend - By Subcategory,2014,3,Pedals,16565.112000
Sales Performance,Sales Trend - By Subcategory,2013,2,Helmets,7421.162260
Sales Performance,Sales Trend - By Subcategory,2014,1,Shorts,38209.574852
Sales Performance,Sales Trend - By Subcategory,2014,9,Mountain Bikes,1922495.796800
Sales Performance,Sales Trend - By Subcategory,2014,9,Tires and Tubes,22999.198000
Sales Performance,Sales Trend - By Subcategory,2012,9,Jerseys,8017.351160
Sales Performance,Sales Trend - By Subcategory,2013,1,Jerseys,14728.401060
Sales Performance,Sales Trend - By Subcategory,2013,9,Bib-Shorts,17138.811476
Sales Performance,Sales Trend - By Subcategory,2012,9,Mountain Frames,99999.969900
Sales Performance,Sales Trend - By Subcategory,2013,6,Mountain Frames,108360.762800
Sales Performance,Sales Trend - By Subcategory,2013,2,Headsets,4349.678172
Sales Performance,Sales Trend - By Subcategory,2013,4,Caps,1103.852864
Sales Performance,Sales Trend - By Subcategory,2013,12,Cranksets,27766.233792
Sales Performance,Sales Trend - By Subcategory,2013,12,Tires and Tubes,4388.565632
Sales Performance,Sales Trend - By Subcategory,2013,1,Forks,10455.161624
Sales Performance,Sales Trend - By Subcategory,2013,7,Handlebars,2398.600000
Sales Performance,Sales Trend - By Subcategory,2014,4,Socks,2076.261177
Sales Performance,Sales Trend - By Subcategory,2011,11,Road Frames,21892.304400
Sales Performance,Sales Trend - By Subcategory,2012,8,Road Frames,37318.952500
Sales Performance,Sales Trend - By Subcategory,2013,4,Road Bikes,1189205.455816
Sales Performance,Sales Trend - By Subcategory,2014,1,Road Bikes,1188331.406028
Sales Performance,Sales Trend - By Subcategory,2012,3,Mountain Bikes,88024.740000
Sales Performance,Sales Trend - By Subcategory,2011,11,Socks,245.100000
Sales Performance,Sales Trend - By Subcategory,2014,3,Hydration Packs,9186.161985
Sales Performance,Sales Trend - By Subcategory,2014,2,Bike Racks,17387.184000
Sales Performance,Sales Trend - By Subcategory,2011,12,Road Bikes,364036.104800
Sales Performance,Sales Trend - By Subcategory,2014,6,Road Frames,29006.964000
Sales Performance,Sales Trend - By Subcategory,2014,11,Gloves,7539.814668
Sales Performance,Sales Trend - By Subcategory,2013,6,Jerseys,7498.504000
Sales Performance,Sales Trend - By Subcategory,2014,3,Jerseys,48318.089182
Sales Performance,Sales Trend - By Subcategory,2014,4,Bottom Brackets,7030.008000
Sales Performance,Sales Trend - By Subcategory,2012,11,Shorts,8337.290220
Sales Performance,Sales Trend - By Subcategory,2013,4,Shorts,7692.709668
Sales Performance,Sales Trend - By Subcategory,2012,9,Road Bikes,1452696.356460
Sales Performance,Sales Trend - By Subcategory,2013,4,Wheels,49066.443000
Sales Performance,Sales Trend - By Subcategory,2013,12,Touring Frames,237300.014520
Sales Performance,Sales Trend - By Subcategory,2014,1,Wheels,698.634000
Sales Performance,Sales Trend - By Subcategory,2014,9,Touring Frames,246806.370000
Sales Performance,Sales Trend - By Subcategory,2013,5,Mountain Bikes,726011.974552
Sales Performance,Sales Trend - By Subcategory,2014,2,Mountain Bikes,1003019.732000
Sales Performance,Sales Trend - By Subcategory,2014,9,Brakes,6837.300000
Sales Performance,Sales Trend - By Subcategory,2012,10,Mountain Bikes,403252.246500
Sales Performance,Sales Trend - By Subcategory,2013,2,Bib-Shorts,10659.531476
Sales Performance,Sales Trend - By Subcategory,2013,3,Tights,22795.250228
Sales Performance,Sales Trend - By Subcategory,2014,8,Caps,1618.200000
Sales Performance,Sales Trend - By Subcategory,2013,4,Road Frames,144002.825800
Sales Performance,Sales Trend - By Subcategory,2014,1,Vests,28444.101100
Sales Performance,Sales Trend - By Subcategory,2014,1,Road Frames,258149.558656
Sales Performance,Sales Trend - By Subcategory,2013,11,Shorts,16369.422177
Sales Performance,Sales Trend - By Subcategory,2014,8,Shorts,5389.230000
Sales Performance,Sales Trend - By Subcategory,2012,11,Handlebars,8670.325500
Sales Performance,Sales Trend - By Subcategory,2013,4,Pumps,1079.460000
Sales Performance,Sales Trend - By Subcategory,2012,2,Mountain Frames,103500.008700
Sales Performance,Sales Trend - By Subcategory,2013,11,Fenders,43.960000
Sales Performance,Sales Trend - By Subcategory,2012,1,Road Frames,43087.939400
Sales Performance,Sales Trend - By Subcategory,2013,11,Caps,1295.768256
Sales Performance,Sales Trend - By Subcategory,2013,3,Gloves,14712.496185
Sales Performance,Sales Trend - By Subcategory,2014,2,Saddles,2687.714936
Sales Performance,Sales Trend - By Subcategory,2012,7,Socks,1009.305650
Sales Performance,Sales Trend - By Subcategory,2013,9,Wheels,63931.779000
Sales Performance,Sales Trend - By Subcategory,2012,11,Forks,4638.636000
Sales Performance,Sales Trend - By Subcategory,2012,12,Helmets,13974.332556
Sales Performance,Sales Trend - By Subcategory,2013,8,Forks,2185.920000
Sales Performance,Sales Trend - By Subcategory,2014,5,Derailleurs,1921.290000
Sales Performance,Sales Trend - By Subcategory,2012,12,Mountain Bikes,1191170.741284
Sales Performance,Sales Trend - By Subcategory,2014,1,Mountain Bikes,1281345.120367
Sales Performance,Sales Trend - By Subcategory,2013,12,Pedals,21697.838024
Sales Performance,Sales Trend - By Subcategory,2014,3,Caps,2879.482616
Sales Performance,Sales Trend - By Subcategory,2012,7,Road Frames,35163.110400
Sales Performance,Sales Trend - By Subcategory,2013,8,Road Bikes,1114024.385379
Sales Performance,Sales Trend - By Subcategory,2012,1,Socks,785.388750
Sales Performance,Sales Trend - By Subcategory,2013,6,Shorts,3923.346000
Sales Performance,Sales Trend - By Subcategory,2013,11,Bib-Shorts,116.987000
Sales Performance,Sales Trend - By Subcategory,2014,3,Shorts,30568.713417
Sales Performance,Sales Trend - By Subcategory,2013,3,Headsets,5758.962000
Sales Performance,Sales Trend - By Subcategory,2014,4,Saddles,5991.374112
Sales Performance,Sales Trend - By Subcategory,2013,6,Caps,700.177500
Sales Performance,Sales Trend - By Subcategory,2014,11,Bottom Brackets,7378.296000
Sales Performance,Sales Trend - By Subcategory,2014,12,Vests,1968.500000
Sales Performance,Sales Trend - By Subcategory,2013,3,Pumps,1367.316000
Sales Performance,Sales Trend - By Subcategory,2014,12,Gloves,1591.850000
Sales Performance,Sales Trend - By Subcategory,2013,5,Wheels,17155.503000
Sales Performance,Sales Trend - By Subcategory,2014,5,Vests,12937.236000
Sales Performance,Sales Trend - By Subcategory,2014,6,Derailleurs,2085.972000
Sales Performance,Sales Trend - By Subcategory,2014,1,Bib-Shorts,116.987000
Sales Performance,Sales Trend - By Subcategory,2014,5,Bottles and Cages,5883.572000
Sales Performance,Sales Trend - By Subcategory,2014,10,Cleaners,699.600000
Sales Performance,Sales Trend - By Subcategory,2014,9,Saddles,7581.401088
Sales Performance,Sales Trend - By Subcategory,2013,7,Tights,9859.062783
Sales Performance,Sales Trend - By Subcategory,2013,6,Locks,735.000000
Sales Performance,Sales Trend - By Subcategory,2013,7,Gloves,7332.170673
Sales Performance,Sales Trend - By Subcategory,2012,4,Road Bikes,1954537.678208
Sales Performance,Sales Trend - By Subcategory,2013,1,Handlebars,12358.542800
Sales Performance,Sales Trend - By Subcategory,2014,5,Hydration Packs,5400.018000
Sales Performance,Sales Trend - By Subcategory,2014,11,Touring Frames,181629.600000
Sales Performance,Sales Trend - By Subcategory,2013,5,Road Frames,44494.513100
Sales Performance,Sales Trend - By Subcategory,2014,2,Road Frames,77125.034800
Sales Performance,Sales Trend - By Subcategory,2012,2,Helmets,5187.930500
Sales Performance,Sales Trend - By Subcategory,2013,11,Touring Bikes,550625.849217
Sales Performance,Sales Trend - By Subcategory,2013,12,Jerseys,58337.079890
Sales Performance,Sales Trend - By Subcategory,2014,3,Bike Stands,4134.000000
Sales Performance,Sales Trend - By Subcategory,2014,8,Touring Bikes,343276.950000
Sales Performance,Sales Trend - By Subcategory,2014,9,Jerseys,75862.040340
Sales Performance,Sales Trend - By Subcategory,2014,1,Fenders,3362.940000
Sales Performance,Sales Trend - By Subcategory,2013,9,Forks,7633.536000
Sales Performance,Sales Trend - By Subcategory,2013,11,Tires and Tubes,348.016000
Sales Performance,Sales Trend - By Subcategory,2014,9,Road Frames,173866.070800
Sales Performance,Sales Trend - By Subcategory,2014,10,Helmets,22855.468000
Sales Performance,Sales Trend - By Subcategory,2012,5,Mountain Bikes,128549.620000
Sales Performance,Sales Trend - By Subcategory,2013,4,Bib-Shorts,13299.550108
Sales Performance,Sales Trend - By Subcategory,2013,8,Handlebars,4533.394700
Sales Performance,Sales Trend - By Subcategory,2014,5,Handlebars,1340.088000
Sales Performance,Sales Trend - By Subcategory,2012,4,Mountain Frames,187019.050500
Sales Performance,Sales Trend - By Subcategory,2013,1,Mountain Frames,211336.920700
Sales Performance,Sales Trend - By Subcategory,2014,2,Pedals,9274.602000
Sales Performance,Sales Trend - By Subcategory,2014,5,Cranksets,6949.608000
Sales Performance,Sales Trend - By Subcategory,2014,7,Chains,777.216000
Sales Performance,Sales Trend - By Subcategory,2014,10,Bottles and Cages,5239.660000
Sales Performance,Sales Trend - By Subcategory,2012,8,Socks,461.945100
Sales Performance,Sales Trend - By Subcategory,2012,12,Forks,11035.716000
Sales Performance,Sales Trend - By Subcategory,2013,2,Tights,16207.168756
Sales Performance,Sales Trend - By Subcategory,2014,3,Cleaners,1611.830700
Sales Performance,Sales Trend - By Subcategory,2013,10,Headsets,5984.611632
Sales Performance,Sales Trend - By Subcategory,2012,7,Helmets,4360.284000
Sales Performance,Sales Trend - By Subcategory,2013,5,Jerseys,4787.506400
Sales Performance,Sales Trend - By Subcategory,2012,12,Shorts,8757.892108
Sales Performance,Sales Trend - By Subcategory,2013,10,Pumps,911.544000
Sales Performance,Sales Trend - By Subcategory,2014,1,Touring Bikes,1210589.862318
Sales Performance,Sales Trend - By Subcategory,2013,12,Socks,2767.154364
Sales Performance,Sales Trend - By Subcategory,2013,12,Wheels,450.907900
Sales Performance,Sales Trend - By Subcategory,2014,5,Road Bikes,1066177.628908
Sales Performance,Sales Trend - By Subcategory,2014,8,Bib-Shorts,233.974000
Sales Performance,Sales Trend - By Subcategory,2012,12,Caps,1731.046737
Sales Performance,Sales Trend - By Subcategory,2012,8,Jerseys,2941.720800
Sales Performance,Sales Trend - By Subcategory,2014,2,Jerseys,41362.735830
Sales Performance,Sales Trend - By Subcategory,2013,4,Mountain Bikes,903581.827300
Sales Performance,Sales Trend - By Subcategory,2013,11,Hydration Packs,5367.397932
Sales Performance,Sales Trend - By Subcategory,2013,12,Road Frames,287171.216400
Sales Performance,Sales Trend - By Subcategory,2014,8,Tires and Tubes,18560.040000
Sales Performance,Sales Trend - By Subcategory,2013,6,Helmets,4360.284000
Sales Performance,Sales Trend - By Subcategory,2014,3,Helmets,27354.835599
Sales Performance,Sales Trend - By Subcategory,2014,4,Bike Racks,21181.200000
Sales Performance,Sales Trend - By Subcategory,2012,12,Wheels,124399.930274
Sales Performance,Sales Trend - By Subcategory,2014,4,Touring Frames,137878.104000
Sales Performance,Sales Trend - By Subcategory,2014,11,Socks,2059.220632
Sales Performance,Sales Trend - By Subcategory,2013,10,Jerseys,9453.555060
Sales Performance,Sales Trend - By Subcategory,2014,1,Brakes,13099.500000
Sales Performance,Sales Trend - By Subcategory,2014,8,Fenders,3494.820000
Sales Performance,Sales Trend - By Subcategory,2012,11,Road Bikes,1614262.353026
Sales Performance,Sales Trend - By Subcategory,2012,11,Mountain Frames,153335.806876
Sales Performance,Sales Trend - By Subcategory,2013,8,Mountain Frames,110060.329908
Sales Performance,Sales Trend - By Subcategory,2014,1,Tires and Tubes,18931.416000
Sales Performance,Sales Trend - By Subcategory,2012,1,Jerseys,5722.530820
Sales Performance,Sales Trend - By Subcategory,2014,1,Derailleurs,12989.022000
Sales Performance,Sales Trend - By Subcategory,2012,7,Caps,790.529608
Sales Performance,Sales Trend - By Subcategory,2014,3,Vests,24100.466150
Sales Performance,Sales Trend - By Subcategory,2014,5,Cleaners,1230.660000
Sales Performance,Sales Trend - By Subcategory,2014,7,Jerseys,34590.931022
Sales Performance,Sales Trend - By Subcategory,2013,7,Road Frames,46293.143500
Sales Performance,Sales Trend - By Subcategory,2013,9,Mountain Bikes,1077264.532884
Sales Performance,Sales Trend - By Subcategory,2013,12,Tights,438.691500
Sales Performance,Sales Trend - By Subcategory,2013,12,Gloves,8460.477034
Sales Performance,Sales Trend - By Subcategory,2014,3,Road Bikes,1318888.686875
Sales Performance,Sales Trend - By Subcategory,2013,11,Helmets,9485.789000
Sales Performance,Sales Trend - By Subcategory,2014,8,Helmets,18061.838000
Sales Performance,Sales Trend - By Subcategory,2012,11,Locks,1587.620000
Sales Performance,Sales Trend - By Subcategory,2013,8,Locks,1050.000000
Sales Performance,Sales Trend - By Subcategory,2014,3,Touring Bikes,1214628.904899
Sales Performance,Sales Trend - By Subcategory,2014,6,Socks,1708.571076
Sales Performance,Sales Trend - By Subcategory,2013,4,Forks,9916.980000
Sales Performance,Sales Trend - By Subcategory,2013,10,Handlebars,6771.140112
Sales Performance,Sales Trend - By Subcategory,2014,6,Mountain Bikes,1258255.466867
Sales Performance,Sales Trend - By Subcategory,2014,3,Locks,15.000000
Sales Performance,Sales Trend - By Subcategory,2014,3,Fenders,3714.620000
Sales Performance,Sales Trend - By Subcategory,2012,6,Mountain Frames,11375.051700
Sales Performance,Sales Trend - By Subcategory,2013,3,Mountain Frames,178595.331100
Sales Performance,Sales Trend - By Subcategory,2014,6,Tires and Tubes,21447.468000
Sales Performance,Sales Trend - By Subcategory,2012,6,Jerseys,1268.977600
Sales Performance,Sales Trend - By Subcategory,2013,1,Shorts,9032.250374
Sales Performance,Sales Trend - By Subcategory,2013,6,Bib-Shorts,8477.058000
Sales Performance,Sales Trend - By Subcategory,2014,2,Chains,340.032000
Sales Performance,Sales Trend - By Subcategory,2014,7,Handlebars,2483.988000
Sales Performance,Sales Trend - By Subcategory,2013,1,Caps,1119.705897
Sales Performance,Sales Trend - By Subcategory,2013,5,Headsets,1784.681996
Sales Performance,Sales Trend - By Subcategory,2012,11,Pumps,1441.159060
Sales Performance,Sales Trend - By Subcategory,2013,8,Pumps,971.514000
Sales Performance,Sales Trend - By Subcategory,2014,1,Socks,2315.773656
Sales Performance,Sales Trend - By Subcategory,2014,7,Gloves,5027.445276
Sales Performance,Sales Trend - By Subcategory,2014,11,Bike Racks,21704.688000
Sales Performance,Sales Trend - By Subcategory,2011,11,Jerseys,2422.593600
Sales Performance,Sales Trend - By Subcategory,2014,11,Mountain Bikes,1578293.987200
Sales Performance,Sales Trend - By Subcategory,2014,10,Vests,3492.500000
Sales Performance,Sales Trend - By Subcategory,2013,1,Road Bikes,1544160.848073
Sales Performance,Sales Trend - By Subcategory,2013,7,Wheels,23089.089000
Sales Performance,Sales Trend - By Subcategory,2014,10,Road Bikes,527137.550000
Sales Performance,Sales Trend - By Subcategory,2014,12,Cleaners,333.900000
Sales Performance,Sales Trend - By Subcategory,2013,3,Jerseys,13699.190000
Sales Performance,Sales Trend - By Subcategory,2013,11,Brakes,5112.000000
Sales Performance,Sales Trend - By Subcategory,2014,11,Saddles,5416.956000
Sales Performance,Sales Trend - By Subcategory,2014,10,Shorts,5669.190000
Sales Performance,Sales Trend - By Subcategory,2013,1,Locks,2205.770000
Sales Performance,Sales Trend - By Subcategory,2013,2,Mountain Bikes,673854.353720
Sales Performance,Sales Trend - By Subcategory,2014,1,Bottom Brackets,8787.570000
Sales Performance,Sales Trend - By Subcategory,2014,5,Bike Stands,3816.000000
Sales Performance,Sales Trend - By Subcategory,2014,10,Touring Bikes,424048.230000
Sales Performance,Sales Trend - By Subcategory,2014,6,Touring Frames,82051.218000
Sales Performance,Sales Trend - By Subcategory,2014,10,Caps,1735.070000
Sales Performance,Sales Trend - By Subcategory,2013,4,Helmets,7774.072375
Sales Performance,Sales Trend - By Subcategory,2013,5,Gloves,6817.938033
Sales Performance,Sales Trend - By Subcategory,2014,1,Helmets,32921.891557
Sales Performance,Sales Trend - By Subcategory,2013,8,Shorts,6253.453584
Sales Performance,Sales Trend - By Subcategory,2014,12,Bottles and Cages,1692.490000
Sales Performance,Sales Trend - By Subcategory,2012,7,Mountain Bikes,1908089.366000
Sales Performance,Sales Trend - By Subcategory,2014,4,Road Frames,99189.750000
Sales Performance,Sales Trend - By Subcategory,2014,9,Tights,194.974000
Sales Performance,Sales Trend - By Subcategory,2013,12,Chains,1098.068576
Sales Performance,Sales Trend - By Subcategory,2013,6,Road Bikes,1594391.500624
Sales Performance,Sales Trend - By Subcategory,2014,6,Brakes,2044.800000
Sales Performance,Sales Trend - By Subcategory,2012,12,Road Frames,397298.533400
Sales Performance,Sales Trend - By Subcategory,2014,5,Mountain Frames,61012.986000
Sales Performance,Sales Trend - By Subcategory,2013,3,Handlebars,7304.939600
Sales Performance,Sales Trend - By Subcategory,2014,7,Pedals,5661.030000
Sales Performance,Sales Trend - By Subcategory,2014,5,Shorts,17931.319017
Sales Performance,Sales Trend - By Subcategory,2012,12,Bib-Shorts,26180.538728
Sales Performance,Sales Trend - By Subcategory,2012,10,Socks,575.700000
Sales Performance,Sales Trend - By Subcategory,2014,6,Bottom Brackets,2915.760000
Sales Performance,Sales Trend - By Subcategory,2012,9,Helmets,5577.839264
Sales Performance,Sales Trend - By Subcategory,2013,1,Pumps,1634.966108
Sales Performance,Sales Trend - By Subcategory,2014,10,Bike Stands,3657.000000
Sales Performance,Sales Trend - By Subcategory,2014,12,Hydration Packs,1429.740000
Sales Performance,Sales Trend - By Order Qty,2014,1,NULL,18589.000000
Sales Performance,Sales Trend - By Order Qty,2014,7,NULL,11463.000000
Sales Performance,Sales Trend - By Order Qty,2013,6,NULL,5405.000000
Sales Performance,Sales Trend - By Order Qty,2012,7,NULL,3967.000000
Sales Performance,Sales Trend - By Order Qty,2011,12,NULL,141.000000
Sales Performance,Sales Trend - By Order Qty,2014,4,NULL,14984.000000
Sales Performance,Sales Trend - By Order Qty,2014,10,NULL,5313.000000
Sales Performance,Sales Trend - By Order Qty,2013,3,NULL,8294.000000
Sales Performance,Sales Trend - By Order Qty,2012,10,NULL,2405.000000
Sales Performance,Sales Trend - By Order Qty,2013,12,NULL,16611.000000
Sales Performance,Sales Trend - By Order Qty,2014,5,NULL,9667.000000
Sales Performance,Sales Trend - By Order Qty,2012,5,NULL,230.000000
Sales Performance,Sales Trend - By Order Qty,2012,11,NULL,7723.000000
Sales Performance,Sales Trend - By Order Qty,2013,9,NULL,8250.000000
Sales Performance,Sales Trend - By Order Qty,2014,2,NULL,11548.000000
Sales Performance,Sales Trend - By Order Qty,2013,1,NULL,9142.000000
Sales Performance,Sales Trend - By Order Qty,2012,8,NULL,1442.000000
Sales Performance,Sales Trend - By Order Qty,2012,2,NULL,2904.000000
Sales Performance,Sales Trend - By Order Qty,2013,10,NULL,6449.000000
Sales Performance,Sales Trend - By Order Qty,2014,11,NULL,15884.000000
Sales Performance,Sales Trend - By Order Qty,2013,4,NULL,6549.000000
Sales Performance,Sales Trend - By Order Qty,2012,3,NULL,157.000000
Sales Performance,Sales Trend - By Order Qty,2012,9,NULL,3184.000000
Sales Performance,Sales Trend - By Order Qty,2014,8,NULL,4287.000000
Sales Performance,Sales Trend - By Order Qty,2013,7,NULL,4154.000000
Sales Performance,Sales Trend - By Order Qty,2012,6,NULL,1040.000000
Sales Performance,Sales Trend - By Order Qty,2014,3,NULL,14576.000000
Sales Performance,Sales Trend - By Order Qty,2014,9,NULL,22582.000000
Sales Performance,Sales Trend - By Order Qty,2013,2,NULL,5567.000000
Sales Performance,Sales Trend - By Order Qty,2013,8,NULL,5651.000000
Sales Performance,Sales Trend - By Order Qty,2012,1,NULL,2209.000000
Sales Performance,Sales Trend - By Order Qty,2013,11,NULL,10260.000000
Sales Performance,Sales Trend - By Order Qty,2014,6,NULL,11049.000000
Sales Performance,Sales Trend - By Order Qty,2013,5,NULL,3606.000000
Sales Performance,Sales Trend - By Order Qty,2014,12,NULL,2130.000000
Sales Performance,Sales Trend - By Order Qty,2012,4,NULL,5382.000000
Sales Performance,Sales Trend - By Order Qty,2011,11,NULL,825.000000
Sales Performance,Sales Trend - By Order Qty,2012,12,NULL,11295.000000
Sales Performance,Sales Trend - By Value,2014,1,NULL,4896353.737794
Sales Performance,Sales Trend - By Value,2014,7,NULL,4289817.950953
Sales Performance,Sales Trend - By Value,2013,6,NULL,2829404.818943
Sales Performance,Sales Trend - By Value,2012,7,NULL,3970627.278958
Sales Performance,Sales Trend - By Value,2011,12,NULL,458910.824800
Sales Performance,Sales Trend - By Value,2014,4,NULL,4795813.289802
Sales Performance,Sales Trend - By Value,2014,10,NULL,1797173.923000
Sales Performance,Sales Trend - By Value,2013,3,NULL,3454151.940485
Sales Performance,Sales Trend - By Value,2012,10,NULL,1634600.798332
Sales Performance,Sales Trend - By Value,2013,12,NULL,5081069.131596
Sales Performance,Sales Trend - By Value,2014,5,NULL,3312130.245587
Sales Performance,Sales Trend - By Value,2012,5,NULL,737839.821400
Sales Performance,Sales Trend - By Value,2012,11,NULL,3074602.813538
Sales Performance,Sales Trend - By Value,2013,9,NULL,3412068.967535
Sales Performance,Sales Trend - By Value,2014,2,NULL,3333964.067555
Sales Performance,Sales Trend - By Value,2013,1,NULL,3417953.869571
Sales Performance,Sales Trend - By Value,2012,8,NULL,1475426.909980
Sales Performance,Sales Trend - By Value,2012,2,NULL,2495816.733446
Sales Performance,Sales Trend - By Value,2013,10,NULL,2532265.912399
Sales Performance,Sales Trend - By Value,2014,11,NULL,5366674.969338
Sales Performance,Sales Trend - By Value,2013,4,NULL,2544091.105517
Sales Performance,Sales Trend - By Value,2012,3,NULL,502073.845800
Sales Performance,Sales Trend - By Value,2012,9,NULL,2975748.238428
Sales Performance,Sales Trend - By Value,2014,8,NULL,1337725.035600
Sales Performance,Sales Trend - By Value,2013,7,NULL,2087872.462504
Sales Performance,Sales Trend - By Value,2012,6,NULL,1309863.251140
Sales Performance,Sales Trend - By Value,2014,3,NULL,4532908.705303
Sales Performance,Sales Trend - By Value,2014,9,NULL,7217531.091974
Sales Performance,Sales Trend - By Value,2013,2,NULL,2175637.217725
Sales Performance,Sales Trend - By Value,2013,8,NULL,2316922.151480
Sales Performance,Sales Trend - By Value,2012,1,NULL,2044600.003338
Sales Performance,Sales Trend - By Value,2013,11,NULL,3245623.754479
Sales Performance,Sales Trend - By Value,2014,6,NULL,4075486.625601
Sales Performance,Sales Trend - By Value,2013,5,NULL,1872701.976206
Sales Performance,Sales Trend - By Value,2014,12,NULL,49005.840000
Sales Performance,Sales Trend - By Value,2012,4,NULL,4588761.816130
Sales Performance,Sales Trend - By Value,2011,11,NULL,503805.916900
Sales Performance,Sales Trend - By Value,2012,12,NULL,4099354.356751
Sales Performance,Gross Profit,2014,1,NULL,75221.492700
Sales Performance,Gross Profit,2014,7,NULL,647432.730600
Sales Performance,Gross Profit,2013,6,NULL,263119.109500
Sales Performance,Gross Profit,2012,7,NULL,373898.257700
Sales Performance,Gross Profit,2011,12,NULL,184811.107600
Sales Performance,Gross Profit,2014,4,NULL,562411.368700
Sales Performance,Gross Profit,2014,10,NULL,746296.882500
Sales Performance,Gross Profit,2013,3,NULL,299958.280800
Sales Performance,Gross Profit,2012,10,NULL,-349326.640400
Sales Performance,Gross Profit,2013,12,NULL,100728.953700
